Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,house_age,total_bathrooms,total_area,quality_score
793,60,RL,92.0,9920.0,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7.0,5.0,1996,1997,Gable,CompShg,MetalSd,MetalSd,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,862.0,Unf,0,255.0,1117,GasA,Ex,Y,SBrkr,1127.0,886,0,2013.0,1.0,0,2,1,3.0,1,TA,8,Typ,1.0,Attchd,1997.0,Unf,2.0,455.0,TA,TA,Y,180,130,0,0,0,0,0,6,2007,WD,Normal,269790.0,11.0,3.5,3130.0,35.0
794,20,RL,76.0,9158.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8.0,5.0,2007,2007,Gable,CompShg,CemntBd,CmentBd,140.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0,1496.0,1496,GasA,Ex,Y,SBrkr,1496.0,0,0,1496.0,0.0,0,2,0,3.0,1,Gd,7,Typ,0.0,Attchd,2007.0,Fin,2.0,474.0,TA,TA,Y,168,130,0,0,0,0,0,6,2007,New,Partial,225000.0,0.0,2.0,2992.0,40.0
795,60,RL,69.0,10832.0,Pave,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7.0,5.0,1994,1996,Gable,CompShg,MetalSd,MetalSd,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0,712.0,712,GasA,Ex,Y,SBrkr,1086.0,809,0,1895.0,0.0,0,2,1,3.0,1,Gd,7,Typ,1.0,Attchd,1994.0,Fin,2.0,409.0,TA,TA,Y,143,46,0,0,0,0,0,10,2008,WD,Normal,194500.0,14.0,2.5,2607.0,35.0
796,60,RL,70.0,8400.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6.0,6.0,1980,1981,Gable,CompShg,HdBoard,HdBoard,130.0,TA,TA,CBlock,Gd,TA,No,Unf,0.0,Unf,0,650.0,650,GasA,TA,Y,SBrkr,888.0,676,0,1564.0,0.0,0,2,1,3.0,1,TA,7,Typ,1.0,Attchd,1980.0,Unf,2.0,476.0,TA,TA,Y,0,50,0,0,0,0,0,4,2010,WD,Normal,171000.0,30.0,2.5,2214.0,36.0
797,20,RL,71.0,8197.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,6.0,5.0,1977,1977,Gable,CompShg,Plywood,Plywood,148.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0,660.0,660,GasA,Ex,Y,SBrkr,1285.0,0,0,1285.0,0.0,0,1,1,3.0,1,TA,7,Typ,1.0,Attchd,1977.0,RFn,2.0,528.0,TA,TA,Y,138,0,0,0,0,0,0,4,2007,WD,Normal,143500.0,30.0,1.5,1945.0,30.0
798,20,RL,57.0,7677.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5.0,5.0,1953,1953,Gable,CompShg,VinylSd,VinylSd,0.0,TA,TA,CBlock,TA,TA,No,BLQ,570.0,Unf,0,203.0,773,GasA,Gd,Y,SBrkr,773.0,0,0,773.0,0.0,0,1,0,2.0,1,TA,4,Typ,0.0,Attchd,1953.0,Unf,1.0,240.0,TA,TA,Y,0,0,0,0,0,0,0,4,2008,WD,Abnorml,110000.0,55.0,1.0,1546.0,25.0
799,60,RL,104.0,13518.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9.0,5.0,2008,2009,Hip,CompShg,VinylSd,VinylSd,410.625,Ex,TA,PConc,Ex,TA,No,Unf,0.0,Unf,0,1685.5,1926,GasA,Ex,Y,SBrkr,1966.0,1174,0,2747.625,0.0,0,3,1,4.0,1,Ex,10,Typ,2.0,BuiltIn,2009.0,Fin,3.0,820.0,TA,TA,Y,144,78,0,0,0,0,0,7,2009,New,Partial,485000.0,1.0,3.5,4673.625,45.0
800,50,RL,60.0,7200.0,Pave,Reg,Lvl,AllPub,Corner,Gtl,SWISU,Feedr,Norm,1Fam,1.5Fin,5.0,7.0,1937,1950,Gable,CompShg,Wd Sdng,Wd Sdng,252.0,TA,TA,BrkTil,Gd,TA,No,ALQ,569.0,Unf,0,162.0,731,GasA,Ex,Y,SBrkr,981.0,787,0,1768.0,1.0,0,1,1,3.0,1,Gd,7,Typ,2.0,Detchd,1939.0,Unf,1.0,240.0,TA,TA,Y,0,0,0,0,0,0,0,6,2007,WD,Normal,175000.0,70.0,2.5,2499.0,35.0
801,60,RL,79.0,12798.0,Pave,IR1,HLS,AllPub,Inside,Mod,ClearCr,Feedr,Norm,1Fam,2Story,6.0,5.0,1997,1997,Gable,CompShg,VinylSd,VinylSd,0.0,TA,TA,PConc,Gd,TA,Gd,GLQ,462.0,Unf,0,154.0,616,GasA,Gd,Y,SBrkr,616.0,1072,0,1688.0,1.0,0,2,1,4.0,1,Gd,8,Typ,0.0,Attchd,1997.0,RFn,2.0,603.0,TA,TA,Y,403,114,0,0,0,0,0,5,2008,WD,Normal,200000.0,11.0,3.5,2304.0,30.0
802,30,RM,40.0,4800.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,4.0,7.0,1916,1990,Gable,CompShg,MetalSd,MetalSd,0.0,TA,TA,CBlock,TA,TA,No,LwQ,197.0,Unf,0,999.0,1196,GasA,Ex,Y,FuseA,1196.0,0,0,1196.0,1.0,0,1,0,2.0,1,TA,5,Typ,0.0,Detchd,1957.0,Unf,2.0,440.0,TA,TA,Y,0,0,0,0,0,0,0,7,2007,WD,Normal,109900.0,91.0,2.0,2392.0,28.0
803,60,RL,63.0,8199.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7.0,5.0,2005,2005,Gable,CompShg,WdShing,Wd Shng,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,648.0,Unf,0,80.0,728,GasA,Ex,Y,SBrkr,728.0,728,0,1456.0,1.0,0,2,1,3.0,1,Gd,7,Typ,1.0,Attchd,2005.0,Fin,2.0,410.0,TA,TA,Y,36,18,0,0,0,0,0,10,2008,WD,Normal,189000.0,3.0,3.5,2184.0,35.0
804,60,RL,107.0,13891.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9.0,5.0,2008,2009,Hip,CompShg,VinylSd,VinylSd,410.625,Ex,TA,PConc,Ex,TA,Gd,Unf,0.0,Unf,0,1685.5,1734,GasA,Ex,Y,SBrkr,1734.0,1088,0,2747.625,0.0,0,3,1,4.0,1,Ex,10,Typ,1.0,BuiltIn,2009.0,RFn,3.0,938.25,TA,TA,Y,52,170,0,0,0,0,0,1,2009,New,Partial,582933.0,1.0,3.5,4481.625,45.0
805,20,RL,75.0,9000.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5.0,5.0,1954,1954,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,TA,TA,CBlock,TA,TA,No,LwQ,812.0,Unf,0,124.0,936,GasA,TA,Y,SBrkr,1128.0,0,0,1128.0,0.0,0,1,0,2.0,1,TA,5,Min1,0.0,Attchd,1954.0,Unf,1.0,286.0,TA,TA,Y,0,0,0,0,0,0,0,6,2006,WD,Family,118000.0,52.0,1.0,2064.0,25.0
806,20,RL,91.0,12274.0,Pave,IR1,Lvl,AllPub,FR2,Gtl,Somerst,Norm,Norm,1Fam,1Story,7.0,5.0,2008,2008,Gable,CompShg,VinylSd,VinylSd,256.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0,1417.0,1417,GasA,Ex,Y,SBrkr,1428.0,0,0,1428.0,0.0,0,2,0,3.0,1,Ex,6,Typ,0.0,Attchd,2008.0,RFn,2.0,554.0,TA,TA,Y,0,60,0,0,0,0,0,7,2008,New,Partial,227680.0,0.0,2.0,2845.0,35.0
807,80,RL,75.0,9750.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5.0,5.0,1967,1967,Gable,CompShg,VinylSd,VinylSd,0.0,TA,TA,PConc,TA,TA,Av,ALQ,400.0,Rec,0,100.0,980,GasA,Gd,Y,SBrkr,980.0,0,0,980.0,0.0,0,2,0,3.0,1,TA,6,Typ,0.0,Attchd,1967.0,Fin,1.0,384.0,TA,TA,Y,68,0,0,0,0,0,0,10,2006,WD,Normal,135500.0,39.0,2.0,1960.0,25.0
808,70,RL,107.5,17673.5,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,2Story,5.0,6.0,1923,2004,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,TA,TA,CBlock,TA,TA,Gd,GLQ,1309.0,Unf,0,15.0,1324,GasA,Ex,Y,SBrkr,1072.0,504,0,1576.0,2.0,0,1,1,3.0,1,Gd,6,Typ,1.0,Attchd,1923.0,RFn,2.0,528.0,TA,TA,Y,0,170,0,0,0,0,0,5,2009,WD,Normal,223500.0,86.0,3.5,2900.0,30.0
809,80,RL,85.0,13400.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5.0,5.0,1966,1966,Gable,CompShg,VinylSd,VinylSd,410.625,TA,TA,CBlock,TA,TA,Av,ALQ,516.0,BLQ,0,380.0,1024,GasA,TA,Y,SBrkr,1086.0,0,0,1086.0,1.0,0,1,0,3.0,1,TA,6,Typ,1.0,Attchd,1966.0,RFn,2.0,484.0,TA,TA,Y,0,0,0,0,0,0,0,6,2006,WD,Normal,159950.0,40.0,2.0,2110.0,25.0
810,75,RM,90.0,8100.0,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,5.0,5.0,1898,1965,Hip,CompShg,AsbShng,AsbShng,0.0,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,0,849.0,849,GasA,TA,N,FuseA,1075.0,1063,0,2138.0,0.0,0,2,0,2.0,1,TA,10,Typ,0.0,Detchd,1910.0,Unf,2.0,360.0,Fa,Po,N,40,156,0,0,0,0,0,11,2009,WD,Normal,106000.0,111.0,2.0,2987.0,25.0
811,20,RL,78.0,10140.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6.0,6.0,1974,1999,Hip,CompShg,HdBoard,HdBoard,99.0,TA,TA,CBlock,TA,TA,No,ALQ,663.0,LwQ,0,0.0,1040,GasA,Fa,Y,SBrkr,1309.0,0,0,1309.0,1.0,0,1,1,3.0,1,Gd,5,Typ,1.0,Attchd,1974.0,RFn,2.0,484.0,TA,TA,Y,265,0,0,0,0,0,0,1,2006,WD,Normal,181000.0,32.0,2.5,2349.0,36.0
812,120,RM,69.0,4438.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6.0,5.0,2004,2004,Gable,CompShg,VinylSd,VinylSd,169.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,662.0,Unf,0,186.0,848,GasA,Ex,Y,SBrkr,848.0,0,0,848.0,1.0,0,1,0,1.0,1,Gd,4,Typ,1.0,Attchd,2004.0,Fin,2.0,420.0,TA,TA,Y,140,0,0,0,0,0,0,6,2008,ConLD,Normal,144500.0,4.0,2.0,1696.0,30.0
813,20,C (all),66.0,8712.0,Grvl,Reg,Bnk,AllPub,Inside,Mod,IDOTRR,Norm,Norm,1Fam,1Story,5.0,5.0,1952,1952,Hip,CompShg,Wd Sdng,Wd Sdng,0.0,Fa,TA,CBlock,TA,TA,Av,Unf,0.0,Unf,0,540.0,540,GasA,TA,N,FuseA,1044.0,0,0,1044.0,0.0,0,1,0,2.0,1,Fa,4,Typ,0.0,Basment,1952.0,Unf,2.0,504.0,TA,TA,N,0,0,0,0,0,0,0,6,2010,WD,Alloca,55993.0,58.0,1.0,1584.0,25.0
814,20,RL,75.0,9750.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6.0,6.0,1958,1958,Gable,CompShg,MetalSd,MetalSd,243.0,TA,TA,CBlock,TA,TA,No,Rec,608.0,Unf,0,834.0,1442,GasA,Gd,Y,SBrkr,1442.0,0,0,1442.0,0.0,0,1,1,4.0,1,TA,7,Typ,0.0,Attchd,1958.0,RFn,1.0,301.0,TA,TA,Y,0,0,0,0,0,0,0,4,2007,COD,Normal,157900.0,49.0,1.5,2884.0,36.0
815,50,RL,45.0,8248.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5.0,7.0,1918,1950,Gable,CompShg,Stucco,Stucco,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0,686.0,686,GasW,Gd,Y,SBrkr,686.0,564,0,1250.0,0.0,0,1,1,3.0,1,Fa,7,Typ,0.0,Detchd,1955.0,Unf,1.0,280.0,TA,TA,P,207,0,0,0,0,0,0,7,2006,WD,Normal,116000.0,88.0,1.5,1936.0,35.0
816,20,RL,48.0,12137.0,Pave,IR2,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7.0,5.0,1998,1998,Gable,CompShg,VinylSd,VinylSd,410.625,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0,1649.0,1649,GasA,Ex,Y,SBrkr,1661.0,0,0,1661.0,0.0,0,2,0,3.0,1,Gd,6,Typ,0.0,Attchd,1998.0,RFn,2.0,598.0,TA,TA,Y,0,34,0,0,0,0,0,5,2010,WD,Normal,224900.0,12.0,2.0,3310.0,35.0
817,20,RL,69.0,11425.0,Pave,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5.0,6.0,1954,1954,Gable,CompShg,BrkFace,BrkFace,0.0,TA,TA,CBlock,TA,TA,No,BLQ,486.0,Unf,0,522.0,1008,GasA,Gd,Y,SBrkr,1008.0,0,0,1008.0,0.0,0,1,0,2.0,1,TA,4,Typ,1.0,Attchd,1954.0,RFn,1.0,275.0,TA,TA,Y,0,0,0,0,0,0,0,7,2006,WD,Normal,137000.0,52.0,1.0,2016.0,30.0
818,20,RL,69.0,13265.0,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,1Story,8.0,5.0,2002,2002,Hip,CompShg,CemntBd,CmentBd,148.0,Gd,TA,PConc,Gd,TA,No,GLQ,1218.0,Unf,0,350.0,1568,GasA,Ex,Y,SBrkr,1689.0,0,0,1689.0,1.0,0,2,0,3.0,1,Gd,7,Typ,2.0,Attchd,2002.0,RFn,3.0,857.0,TA,TA,Y,150,59,0,0,0,0,0,7,2008,WD,Normal,271000.0,6.0,3.0,3257.0,40.0
819,80,RL,80.0,8816.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,SLvl,6.0,7.0,1971,1971,Gable,CompShg,HdBoard,HdBoard,80.0,TA,TA,CBlock,TA,TA,Av,GLQ,504.0,Unf,0,506.0,1010,GasA,Gd,Y,SBrkr,1052.0,0,0,1052.0,1.0,0,1,0,3.0,1,TA,6,Typ,0.0,Attchd,1971.0,Unf,2.0,440.0,TA,TA,Y,0,0,0,0,0,0,0,6,2010,WD,Normal,155000.0,39.0,2.0,2062.0,42.0
820,120,RL,44.0,6371.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,7.0,5.0,2009,2010,Gable,CompShg,VinylSd,VinylSd,128.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,733.0,Unf,0,625.0,1358,GasA,Ex,Y,SBrkr,1358.0,0,0,1358.0,1.0,0,2,0,2.0,1,Gd,6,Typ,1.0,Attchd,2010.0,RFn,2.0,484.0,TA,TA,Y,192,35,0,0,0,0,0,6,2010,New,Partial,224000.0,1.0,3.0,2716.0,35.0
821,60,RL,72.0,7226.0,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7.0,5.0,2003,2003,Gable,CompShg,VinylSd,VinylSd,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0,798.0,798,GasA,Ex,Y,SBrkr,798.0,842,0,1640.0,0.0,0,2,1,3.0,1,Gd,6,Typ,0.0,Attchd,2003.0,RFn,2.0,595.0,TA,TA,Y,0,45,0,0,0,0,0,6,2008,WD,Normal,183000.0,5.0,2.5,2438.0,35.0
822,20,RM,60.0,6000.0,Pave,Reg,Bnk,AllPub,Inside,Mod,OldTown,Norm,Norm,2fmCon,1Story,4.0,4.0,1953,1953,Gable,CompShg,MetalSd,MetalSd,0.0,Fa,TA,CBlock,Fa,TA,No,Unf,0.0,Unf,0,936.0,936,GasA,TA,N,SBrkr,936.0,0,0,936.0,0.0,0,1,0,2.0,1,TA,4,Min2,0.0,Detchd,1974.0,Unf,2.0,576.0,TA,TA,Y,0,32,0,0,0,0,0,2,2009,WD,Normal,93000.0,56.0,1.0,1872.0,16.0
823,60,RL,69.0,12394.0,Pave,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7.0,5.0,2003,2003,Gable,CompShg,VinylSd,VinylSd,0.0,Gd,TA,PConc,Gd,TA,Gd,Unf,0.0,Unf,0,847.0,847,GasA,Ex,Y,SBrkr,847.0,886,0,1733.0,0.0,0,2,1,3.0,1,Gd,7,Typ,1.0,BuiltIn,2003.0,Fin,2.0,433.0,TA,TA,Y,100,48,0,0,0,0,0,10,2007,WD,Family,225000.0,4.0,2.5,2580.0,35.0
824,50,RL,60.0,9900.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,6.0,7.0,1940,1950,Gable,CompShg,VinylSd,VinylSd,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0,778.0,778,GasA,TA,Y,SBrkr,944.0,545,0,1489.0,0.0,0,2,0,3.0,1,TA,7,Typ,1.0,Detchd,1940.0,Unf,1.0,240.0,TA,TA,Y,335,0,0,0,0,0,0,7,2009,WD,Normal,139500.0,69.0,2.0,2267.0,42.0
825,20,FV,81.0,11216.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8.0,5.0,2006,2006,Gable,CompShg,VinylSd,VinylSd,0.0,Gd,TA,PConc,Gd,Gd,No,Unf,0.0,Unf,0,1489.0,1489,GasA,Ex,Y,SBrkr,1489.0,0,0,1489.0,0.0,0,2,0,3.0,1,Gd,7,Typ,1.0,Attchd,2006.0,RFn,2.0,776.0,TA,TA,Y,0,140,0,0,0,0,0,6,2006,New,Partial,232600.0,0.0,2.0,2978.0,40.0
826,20,RL,107.5,14803.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,PosN,PosN,1Fam,1Story,10.0,5.0,2007,2008,Hip,CompShg,CemntBd,CmentBd,410.625,Ex,TA,PConc,Ex,TA,Av,GLQ,1636.0,Unf,0,442.0,2052,GasA,Ex,Y,SBrkr,2084.0,0,0,2084.0,1.0,0,2,0,2.0,1,Ex,7,Typ,1.0,Attchd,2007.0,Fin,3.0,938.25,TA,TA,Y,188,45,0,0,0,0,0,6,2008,New,Partial,385000.0,1.0,3.0,4136.0,50.0
827,45,RM,50.0,6130.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Unf,5.0,6.0,1924,1950,Gable,CompShg,MetalSd,MetalSd,0.0,TA,TA,BrkTil,TA,TA,No,ALQ,784.0,Unf,0,0.0,784,GasA,Gd,Y,SBrkr,784.0,0,0,784.0,1.0,0,1,0,2.0,1,Gd,5,Typ,0.0,Attchd,1980.0,Unf,0.0,0.0,TA,TA,Y,0,0,0,0,0,0,0,5,2008,WD,Normal,109500.0,84.0,2.0,1568.0,30.0
828,20,RL,65.0,8529.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7.0,5.0,2001,2001,Gable,CompShg,VinylSd,VinylSd,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,20.0,Unf,0,1434.0,1454,GasA,Ex,Y,SBrkr,1434.0,0,0,1434.0,0.0,0,2,0,3.0,1,Gd,6,Typ,1.0,Attchd,2001.0,RFn,2.0,527.0,TA,TA,Y,290,39,0,0,0,0,0,4,2009,WD,Normal,189000.0,8.0,2.0,2888.0,35.0
829,60,RL,69.0,17673.5,Pave,IR2,Low,AllPub,CulDSac,Sev,ClearCr,Norm,Norm,1Fam,2Story,5.0,5.0,1967,1967,Flat,Tar&Grv,Plywood,Plywood,0.0,TA,TA,PConc,TA,Gd,Gd,LwQ,249.0,ALQ,0,0.0,1013,GasA,TA,Y,SBrkr,1160.0,966,0,2126.0,0.0,0,2,1,3.0,1,TA,7,Min2,0.0,Attchd,1967.0,Fin,2.0,538.0,TA,TA,Y,420,0,0,0,0,0,0,6,2009,WD,Abnorml,185000.0,42.0,2.5,3139.0,25.0
830,145,FV,31.5,2544.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,7.0,5.0,2005,2005,Gable,CompShg,MetalSd,MetalSd,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0,600.0,600,GasA,Ex,Y,SBrkr,520.0,623,0,1223.0,0.0,0,2,1,2.0,1,Gd,4,Typ,0.0,Detchd,2005.0,RFn,2.0,480.0,TA,TA,Y,0,166,0,0,0,0,0,7,2006,WD,Normal,147400.0,1.0,2.5,1823.0,35.0
831,20,RL,80.0,11900.0,Pave,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6.0,5.0,1957,1957,Gable,CompShg,HdBoard,HdBoard,387.0,TA,TA,CBlock,TA,TA,No,Rec,1040.0,Unf,0,352.0,1392,GasA,TA,Y,FuseA,1392.0,0,0,1392.0,1.0,0,1,1,3.0,1,TA,6,Typ,2.0,Attchd,1957.0,RFn,2.0,458.0,TA,TA,Y,0,0,0,0,0,0,0,6,2008,WD,Normal,166000.0,51.0,2.5,2784.0,30.0
832,145,FV,31.5,3180.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7.0,5.0,2005,2005,Gable,CompShg,MetalSd,MetalSd,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0,600.0,600,GasA,Ex,Y,SBrkr,520.0,600,0,1200.0,0.0,0,2,1,2.0,1,Gd,4,Typ,0.0,Detchd,2005.0,RFn,2.0,480.0,TA,TA,Y,0,166,0,0,0,0,0,6,2006,WD,Normal,151000.0,1.0,2.5,1800.0,35.0
833,60,RL,44.0,9548.0,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7.0,6.0,2003,2003,Gable,CompShg,VinylSd,VinylSd,223.0,Gd,TA,PConc,Gd,TA,No,GLQ,483.0,Unf,0,458.0,941,GasA,Ex,Y,SBrkr,941.0,888,0,1829.0,1.0,0,2,1,3.0,1,Gd,7,Typ,1.0,Attchd,2003.0,RFn,2.0,613.0,TA,TA,Y,192,39,0,0,0,0,0,1,2010,WD,Normal,237000.0,7.0,3.5,2770.0,42.0
834,20,RL,100.0,10004.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6.0,6.0,1964,1964,Gable,CompShg,HdBoard,Plywood,180.0,TA,TA,CBlock,TA,TA,No,Rec,196.0,BLQ,0,975.0,1516,GasA,TA,Y,SBrkr,1516.0,0,0,1516.0,0.0,0,1,1,3.0,1,TA,6,Typ,0.0,Attchd,1964.0,RFn,2.0,472.0,TA,TA,Y,0,0,0,0,0,0,0,2,2009,WD,Normal,167000.0,45.0,1.5,3032.0,36.0
835,20,RL,75.0,7875.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5.0,6.0,1961,1961,Gable,CompShg,VinylSd,VinylSd,136.0,TA,TA,CBlock,TA,TA,No,Rec,572.0,Unf,0,572.0,1144,GasA,Gd,Y,SBrkr,1144.0,0,0,1144.0,1.0,0,1,0,3.0,1,TA,6,Typ,0.0,Attchd,1961.0,Unf,2.0,456.0,TA,TA,Y,0,0,0,0,0,0,0,9,2008,WD,Normal,139950.0,47.0,2.0,2288.0,30.0
836,20,RL,60.0,9600.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,4.0,7.0,1950,1995,Gable,CompShg,VinylSd,HdBoard,0.0,TA,TA,CBlock,Gd,TA,No,BLQ,442.0,Unf,0,625.0,1067,GasA,TA,Y,SBrkr,1067.0,0,0,1067.0,0.0,0,2,0,2.0,1,Gd,4,Min2,0.0,Attchd,1996.0,Unf,2.0,436.0,TA,TA,Y,290,0,0,0,0,0,0,2,2010,WD,Normal,128000.0,60.0,2.0,2134.0,28.0
837,30,RM,90.0,8100.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5.0,6.0,1948,1973,Gable,CompShg,VinylSd,VinylSd,0.0,TA,TA,BrkTil,TA,TA,No,Rec,338.0,Unf,0,1221.0,1559,GasA,Gd,Y,SBrkr,1559.0,0,0,1559.0,1.0,0,1,0,2.0,1,TA,5,Min2,0.0,Detchd,1948.0,Unf,2.0,812.0,TA,TA,Y,0,116,0,0,0,0,0,6,2007,COD,Normal,153500.0,59.0,2.0,3118.0,30.0
838,145,RM,31.5,1680.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6.0,5.0,1973,1973,Gable,CompShg,HdBoard,HdBoard,158.0,TA,TA,CBlock,TA,TA,No,BLQ,330.0,Unf,0,153.0,483,GasA,TA,Y,SBrkr,483.0,504,0,987.0,1.0,0,1,1,2.0,1,TA,5,Typ,0.0,Detchd,1973.0,Unf,1.0,264.0,TA,TA,Y,0,0,0,0,0,0,0,11,2008,WD,Normal,100000.0,35.0,2.5,1470.0,30.0
839,20,RL,75.0,9525.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5.0,6.0,1995,2006,Gable,CompShg,VinylSd,VinylSd,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0,1099.0,1099,GasA,Ex,Y,SBrkr,1099.0,0,0,1099.0,0.0,0,1,1,3.0,1,Gd,6,Typ,0.0,Attchd,1999.0,Unf,1.0,352.0,TA,TA,Y,278,0,0,0,0,0,0,6,2008,WD,Normal,144000.0,13.0,1.5,2198.0,30.0
